,Unnamed: 0,Unnamed: 0.1,vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt
95941,97583,2832835,CMT,2009-01-15 12:01:50,2009-01-15 12:05:53,1,1.0,-73.978131,40.777003,,,-73.973303,40.784882,Cash,4.9,0.0,,0.0,0.0,4.9
161479,164171,4757052,CMT,2009-01-15 12:01:50,2009-01-15 12:12:14,1,0.8,-73.971323,40.751227,,,-73.981716,40.746362,Cash,6.9,0.0,,0.0,0.0,6.9
255639,259917,7541082,CMT,2009-01-15 12:01:50,2009-01-15 12:12:18,1,1.5,-73.979335,40.755219,,,-73.98473,40.768338,Cash,6.9,0.0,,0.0,0.0,6.9
52265,53179,1537660,CMT,2009-01-15 12:01:50,2009-01-15 12:12:16,1,1.3,-73.976248,40.760033,,,-73.962407,40.770017,Cash,7.3,0.0,,0.0,0.0,7.3
155286,157888,4578215,CMT,2009-01-15 12:01:51,2009-01-15 12:11:07,1,1.8,-73.975233,40.76306,,,-73.98811999999998,40.740742,Credit,7.3,0.0,,1.09,0.0,8.39
40164,40847,1178787,CMT,2009-01-15 12:01:51,2009-01-15 12:22:33,2,7.3,-73.98938699999998,40.690674,,,-73.972488,40.761896,Cash,19.7,0.0,,0.0,0.0,19.7
431724,438962,12723096,DDS,2009-01-15 12:01:51,2009-01-15 12:21:32,1,2.3,-73.968463,40.764496,,,-73.98099399999998,40.787546,CASH,10.5,0.0,,0.0,0.0,10.5
335330,340954,9886360,CMT,2009-01-15 12:01:52,2009-01-15 12:18:04,1,1.5,-73.963167,40.761904,,,-73.948676,40.771431,Cash,9.3,0.0,,0.0,0.0,9.3
445550,453041,13129595,CMT,2009-01-15 12:01:52,2009-01-15 12:24:28,1,3.9,-73.99316299999998,40.722678,,,-73.981397,40.765926,Credit,14.1,0.0,,2.11,0.0,16.21
297419,302406,8774485,CMT,2009-01-15 12:01:52,2009-01-15 12:08:03,4,0.8999999999999999,-73.978317,40.756244,,,-73.98958899999998,40.750476,Cash,5.3,0.0,,0.0,0.0,5.3
252095,256314,7435257,DDS,2009-01-15 12:01:52,2009-01-15 12:04:05,1,0.4,-73.971045,40.761321,,,-73.966615,40.767258,CASH,3.3,0.0,,0.0,0.0,3.3
429898,437106,12670052,CMT,2009-01-15 12:01:53,2009-01-15 12:07:41,1,1.5,-73.95627399999998,40.787143,,,-73.976214,40.788235,Cash,5.7,0.0,,0.0,0.0,5.7
209161,212643,6166989,DDS,2009-01-15 12:01:53,2009-01-15 12:12:21,1,1.0,-73.983434,40.755617,,,-73.97213499999998,40.762559,CASH,6.9,0.0,,0.0,0.0,6.9
394851,401495,11644823,CMT,2009-01-15 12:01:54,2009-01-15 12:12:57,1,1.7,-73.977672,40.742231,,,-73.998903,40.734093,Cash,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
422527,429599,12449265,CMT,2009-01-15 12:01:54,2009-01-15 12:22:48,1,3.9,-73.966887,40.788676,,,-73.964315,40.765529,Cash,13.7,0.0,,0.0,0.0,13.7
34479,35062,1009003,CMT,2009-01-15 12:01:54,2009-01-15 12:10:50,1,1.2,-73.980654,40.764625,,,-73.991264,40.750137,Cash,6.5,0.0,,0.0,0.0,6.5
211370,214894,6235535,CMT,2009-01-15 12:01:54,2009-01-15 12:37:38,2,21.3,-73.97601,40.781308,,,-73.77647,40.645161,Credit,45.0,0.0,,6.0,4.15,55.15
167838,170638,4948115,CMT,2009-01-15 12:01:55,2009-01-15 12:27:23,1,0.8,-74.002954,40.738987,,,-73.992053,40.743814,Cash,12.9,0.0,,0.0,0.0,12.9
250230,254416,7380396,DDS,2009-01-15 12:01:55,2009-01-15 12:13:27,1,2.2,-73.9574,40.779958,,,-73.979004,40.750935,CASH,8.9,0.0,,0.0,0.0,8.9
161524,164217,4757763,CMT,2009-01-15 12:01:56,2009-01-15 12:24:23,1,2.9,-73.98993,40.73486,,,-73.99079999999998,40.766179,Cash,13.3,0.0,,0.0,0.0,13.3
410246,417117,12094838,DDS,2009-01-15 12:01:56,2009-01-15 12:29:24,2,9.7,-73.99312299999998,40.692798,,,-73.953136,40.788551,CASH,25.3,0.0,,0.0,0.0,25.3
385749,392230,11373273,CMT,2009-01-15 12:01:56,2009-01-15 12:15:51,1,6.5,-73.948323,40.773791,,,-74.00496599999998,40.711095,Cash,16.5,0.0,,0.0,0.0,16.5
196242,199499,5787236,CMT,2009-01-15 12:01:57,2009-01-15 12:18:41,1,3.5,-73.98021699999998,40.785525,,,-73.938272,40.804743,Cash,12.1,0.0,,0.0,0.0,12.1
43974,44736,1293471,CMT,2009-01-15 12:01:57,2009-01-15 12:06:09,1,0.4,-74.008881,40.731729,,,-74.00237099999998,40.730034,Cash,4.1,0.0,,0.0,0.0,4.1
278195,282871,8206643,CMT,2009-01-15 12:01:57,2009-01-15 12:10:24,1,1.8,-73.993522,40.727411,,,-73.975341,40.743593,Credit,7.3,0.0,,1.09,0.0,8.39
317605,322947,9365788,DDS,2009-01-15 12:01:58,2009-01-15 12:16:03,1,2.0,-73.980023,40.75185,,,-73.983411,40.73427,CASH,8.9,0.0,,0.0,0.0,8.9
99469,101175,2938571,CMT,2009-01-15 12:01:58,2009-01-15 12:10:44,1,1.2,-73.96852099999998,40.696617,,,-73.96028099999998,40.705832,Cash,6.9,0.0,,0.0,0.0,6.9
125474,127596,3704313,CMT,2009-01-15 12:01:59,2009-01-15 12:06:54,1,0.5999999999999999,-73.979038,40.773397,,,-73.98983699999998,40.775815,Cash,4.5,0.0,,0.0,0.0,4.5
33118,33680,967838,CMT,2009-01-15 12:01:59,2009-01-15 12:13:10,1,1.6,-73.962604,40.772297,,,-73.97743699999998,40.753211,Cash,7.7,0.0,,0.0,0.0,7.7
167789,170588,4946463,CMT,2009-01-15 12:01:59,2009-01-15 12:10:36,1,1.4,-73.959519,40.779935,,,-73.97287,40.764131,Credit,6.5,0.0,,1.3,0.0,7.8
74479,75765,2197513,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.8699999999999998,-73.98094299999998,40.745097,,,-73.98916199999998,40.738412,CASH,4.9,0.0,,0.0,0.0,4.9
382776,389191,11284101,VTS,2009-01-15 12:02:00,2009-01-15 12:10:00,1,1.0,-73.97373,40.763138,,,-73.98334199999998,40.760478,CASH,5.7,0.0,,0.0,0.0,5.7
326946,332438,9638954,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.4,-73.977152,40.736422,,,-73.983277,40.737217,CASH,4.5,0.0,,0.0,0.0,4.5
11363,11535,332648,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.5899999999999999,-73.983815,40.754988,,,-73.979387,40.761648,CASH,4.5,0.0,,0.0,0.0,4.5
384714,391173,11343933,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,1,1.83,-73.968103,40.757882,,,-73.948457,40.769705,CASH,7.7,0.0,,0.0,0.0,7.7
414761,421704,12224703,VTS,2009-01-15 12:02:00,2009-01-15 12:13:00,5,2.18,-73.96293699999998,40.776897,,,-73.97081199999998,40.798392,CASH,8.5,0.0,,0.0,0.0,8.5
164400,167139,4844618,VTS,2009-01-15 12:02:00,2009-01-15 12:12:00,1,1.25,-73.98431499999998,40.775038,,,-73.98561999999998,40.763242,CASH,6.9,0.0,,0.0,0.0,6.9
441175,448587,13000834,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,1,0.7299999999999999,-73.953862,40.767427,,,-73.96176699999998,40.763755,CASH,5.3,0.0,,0.0,0.0,5.3
399324,406026,11775966,VTS,2009-01-15 12:02:00,2009-01-15 12:05:00,2,0.4099999999999999,-73.977798,40.786918,,,-73.983163,40.7843,CASH,3.7,0.0,,0.0,0.0,3.7
379343,385702,11183315,VTS,2009-01-15 12:02:00,2009-01-15 12:36:00,2,4.2,-73.959805,40.782347,,,-73.99248,40.738712,Credit,17.3,0.0,,5.19,0.0,22.49
133757,136030,3951019,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,6,0.54,-73.978155,40.752457,,,-73.982893,40.756888,CASH,4.5,0.0,,0.0,0.0,4.5
439227,446609,12944413,VTS,2009-01-15 12:02:00,2009-01-15 12:22:00,2,3.33,-74.015547,40.711383,,,-73.991045,40.73484,CASH,13.3,0.0,,0.0,0.0,13.3
291551,296455,8600492,VTS,2009-01-15 12:02:00,2009-01-15 12:18:00,4,2.71,-73.981798,40.777378,,,-73.98393299999998,40.750703,Credit,11.3,0.0,,2.0,0.0,13.3
318190,323545,9384086,VTS,2009-01-15 12:02:00,2009-01-15 12:18:00,1,1.63,-73.963113,40.757698,,,-73.959688,40.776378,CASH,9.7,0.0,,0.0,0.0,9.7
206410,209841,6086442,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,1,5.12,-73.979258,40.752293,,,-74.00606999999998,40.706225,Credit,13.7,0.0,,3.0,0.0,16.7
265262,269698,7822486,VTS,2009-01-15 12:02:00,2009-01-15 12:30:00,1,8.08,-73.86664299999998,40.771195,,,-73.948493,40.78614,CASH,23.7,0.0,,0.0,4.15,27.85
28836,29319,842540,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,1,0.81,-73.96904999999998,40.758335,,,-73.96116,40.76904,CASH,4.9,0.0,,0.0,0.0,4.9
138379,140734,4084597,VTS,2009-01-15 12:02:00,2009-01-15 12:04:00,5,0.34,-73.968542,40.80172,,,-73.96978199999998,40.797972,CASH,3.3,0.0,,0.0,0.0,3.3
409172,416027,12063929,VTS,2009-01-15 12:02:00,2009-01-15 12:18:00,2,1.52,-73.95321,40.771217,,,-73.95321,40.771217,Credit,11.3,0.0,,2.0,0.0,13.3
183948,187018,5423209,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.62,-74.001062,40.729143,,,-74.003155,40.723107,Credit,4.9,0.0,,1.0,0.0,5.9
332490,338056,9804352,VTS,2009-01-15 12:02:00,2009-01-15 12:19:00,5,5.57,-73.97421,40.75022,,,-74.006482,40.71663,Credit,16.1,0.0,,1.0,0.0,17.1
197212,200483,5814202,VTS,2009-01-15 12:02:00,2009-01-15 12:36:00,2,2.7,-74.001242,40.716432,,,-73.994887,40.75013,CASH,16.9,0.0,,0.0,0.0,16.9
187820,190932,5535691,VTS,2009-01-15 12:02:00,2009-01-15 12:20:00,5,1.74,-73.980568,40.758898,,,-73.963882,40.775175,CASH,10.5,0.0,,0.0,0.0,10.5
44288,45057,1302555,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,1,1.19,-74.000212,40.718812,,,-74.000405,40.732392,CASH,5.7,0.0,,0.0,0.0,5.7
465353,473182,13706330,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,4,0.45,-73.97546199999998,40.758462,,,-73.98237,40.757678,CASH,4.5,0.0,,0.0,0.0,4.5
33334,33897,975210,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,1,0.65,-73.982732,40.75251,,,-73.98546299999998,40.75088,CASH,4.1,0.0,,0.0,0.0,4.1
286545,291362,8453767,VTS,2009-01-15 12:02:00,2009-01-15 12:13:00,1,3.66,-74.00678499999998,40.74413,,,-73.96432,40.765495,CASH,12.5,0.0,,0.0,0.0,12.5
160290,162964,4721598,VTS,2009-01-15 12:02:00,2009-01-15 12:12:00,1,2.46,-73.947428,40.783653,,,-73.980963,40.784513,Credit,10.5,0.0,,3.0,0.0,13.5
256688,260983,7570648,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,5,0.6999999999999998,-73.9539,40.766905,,,-73.965062,40.771515,CASH,4.1,0.0,,0.0,0.0,4.1
400817,407540,11819931,VTS,2009-01-15 12:02:00,2009-01-15 12:21:00,1,2.3,-73.98165299999998,40.77953,,,-73.95779,40.776423,CASH,11.3,0.0,,0.0,0.0,11.3
409632,416494,12077415,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,5,0.5999999999999999,-73.95480999999998,40.780533,,,-73.95699,40.785943,CASH,4.1,0.0,,0.0,0.0,4.1
150141,152678,4429076,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,1,1.17,-73.978477,40.772538,,,-73.968018,40.78695,CASH,5.3,0.0,,0.0,0.0,5.3
360356,366406,10619598,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,1,0.7399999999999999,-73.98358,40.761747,,,-73.969463,40.758052,CASH,5.3,0.0,,0.0,0.0,5.3
21377,21720,626996,VTS,2009-01-15 12:02:00,2009-01-15 12:15:00,1,2.34,-74.004638,40.741867,,,-73.98148299999998,40.753265,Credit,8.5,0.0,,3.0,0.0,11.5
70668,71883,2082300,VTS,2009-01-15 12:02:00,2009-01-15 12:17:00,1,6.25,-73.96883699999998,40.754338,,,-74.011228,40.708455,CASH,16.5,0.0,,0.0,0.0,16.5
237172,241115,6994888,VTS,2009-01-15 12:02:00,2009-01-15 12:03:00,1,0.82,-74.006197,40.730365,,,-74.004885,40.723162,Credit,5.7,0.0,,3.0,0.0,8.699999999999998
346841,352677,10220479,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,5,1.2,-73.99368699999998,40.756748,,,-74.00461699999998,40.741743,CASH,5.7,0.0,,0.0,0.0,5.7
229299,233120,6763740,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,1,0.5999999999999999,-73.96737,40.756212,,,-73.960058,40.758662,CASH,4.1,0.0,,0.0,0.0,4.1
65632,66766,1933125,VTS,2009-01-15 12:02:00,2009-01-15 12:23:00,1,1.47,-73.98955499999998,40.73433,,,-73.99499199999998,40.749987,Credit,12.1,0.0,,4.0,0.0,16.1
276248,280900,8149610,VTS,2009-01-15 12:02:00,2009-01-15 12:32:00,1,7.849999999999999,-73.948892,40.784692,,,-74.00310799999998,40.734708,CASH,22.5,0.0,,0.0,0.0,22.5
288085,292928,8500214,VTS,2009-01-15 12:02:00,2009-01-15 12:15:00,1,3.1,-73.95028999999998,40.77156,,,-73.98109499999998,40.747483,CASH,10.9,0.0,,0.0,0.0,10.9
31657,32190,926067,VTS,2009-01-15 12:02:00,2009-01-15 12:04:00,5,1.02,-73.90205,40.76411,,,-73.90204799999998,40.76411,CASH,4.5,0.0,,0.0,0.0,4.5
97130,98791,2867232,VTS,2009-01-15 12:02:00,2009-01-15 12:12:00,1,1.8,-73.98206999999998,40.772295,,,-73.959477,40.77421,CASH,7.3,0.0,,0.0,0.0,7.3
293341,298274,8655599,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,5,2.12,-73.99288,40.747657,,,-74.001485,40.721088,Credit,7.7,0.0,,3.0,0.0,10.7
50593,51471,1487116,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,1,1.33,-73.985945,40.755035,,,-73.97470699999998,40.763477,Credit,6.9,0.0,,1.0,0.0,7.9
453532,461151,13361028,VTS,2009-01-15 12:02:00,2009-01-15 12:05:00,1,0.2399999999999999,-73.97273,40.764462,,,-73.97463299999998,40.761603,CASH,3.7,0.0,,0.0,0.0,3.7
394075,400696,11620296,VTS,2009-01-15 12:02:00,2009-01-15 12:20:00,2,3.16,-73.952295,40.789593,,,-73.98147,40.757877,Credit,12.1,0.0,,3.0,0.0,15.1
441430,448845,13007948,VTS,2009-01-15 12:02:00,2009-01-15 12:15:00,1,1.8,-73.96552,40.76236,,,-73.97512,40.780122,CASH,8.5,0.0,,0.0,0.0,8.5
316239,321552,9326780,VTS,2009-01-15 12:02:00,2009-01-15 12:15:00,1,2.32,-73.987308,40.752868,,,-73.998187,40.723347,CASH,8.5,0.0,,0.0,0.0,8.5
325435,330901,9592241,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,2,1.84,-73.971653,40.763232,,,-73.990813,40.753315,Credit,9.3,0.0,,1.0,0.0,10.3
178389,181379,5261544,VTS,2009-01-15 12:02:00,2009-01-15 12:27:00,1,7.409999999999998,-73.990508,40.739925,,,-73.959187,40.81012,CASH,20.9,0.0,,0.0,0.0,20.9
42205,42929,1238529,CMT,2009-01-15 12:02:00,2009-01-15 12:08:01,1,0.6999999999999998,-73.978395,40.753636,,,-73.979901,40.760975,Cash,5.3,0.0,,0.0,0.0,5.3
75809,77117,2236790,VTS,2009-01-15 12:02:00,2009-01-15 12:03:00,1,0.08,-73.975575,40.79184,,,-73.975975,40.791282,CASH,2.9,0.0,,0.0,0.0,2.9
190969,194135,5630708,VTS,2009-01-15 12:02:00,2009-01-15 12:04:00,1,0.7399999999999999,-73.98746,40.77047,,,-73.980832,40.779893,CASH,4.1,0.0,,0.0,0.0,4.1
379292,385649,11181097,VTS,2009-01-15 12:02:00,2009-01-15 12:17:00,1,1.81,-73.979635,40.735618,,,-73.96911299999998,40.754155,CASH,9.3,0.0,,0.0,0.0,9.3
358403,364433,10562256,VTS,2009-01-15 12:02:00,2009-01-15 12:17:00,1,4.88,-73.994225,40.75121,,,-73.960657,40.809982,Credit,14.9,0.0,,4.0,0.0,18.9
154345,156937,4551299,VTS,2009-01-15 12:02:00,2009-01-15 12:15:00,1,1.03,-73.98934199999998,40.729305,,,-73.999223,40.723527,CASH,5.7,0.0,,0.0,0.0,5.7
423537,430629,12480277,VTS,2009-01-15 12:02:00,2009-01-15 12:10:00,1,1.31,-73.962147,40.75794,,,-73.97857299999998,40.752478,CASH,6.5,0.0,,0.0,0.0,6.5
270037,274561,7964781,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.5899999999999999,-73.955528,40.77968,,,-73.962998,40.777953,CASH,4.5,0.0,,0.0,0.0,4.5
113732,115670,3362104,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,1,2.04,-73.96978199999998,40.75665,,,-73.95990999999998,40.781262,CASH,8.9,0.0,,0.0,0.0,8.9
44714,45486,1314055,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,2,1.34,-73.998293,40.725022,,,-73.984325,40.729025,CASH,6.5,0.0,,0.0,0.0,6.5
95205,96829,2810177,VTS,2009-01-15 12:02:00,2009-01-15 12:10:00,1,2.16,-73.959692,40.779527,,,-73.939582,40.805135,CASH,7.7,0.0,,0.0,0.0,7.7
192866,196069,5685834,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,1,0.46,-73.972453,40.75988,,,-73.970695,40.763617,CASH,4.1,0.0,,0.0,0.0,4.1
10983,11154,321120,VTS,2009-01-15 12:02:00,2009-01-15 12:03:00,2,1.04,-73.954735,40.767168,,,-73.96822799999998,40.764993,Credit,6.1,0.0,,2.0,0.0,8.099999999999998
306320,311482,9038047,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,1,0.55,-73.98065699999998,40.78507,,,-73.980328,40.780453,CASH,4.1,0.0,,0.0,0.0,4.1
158409,161053,4666372,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,1.28,-73.971737,40.693315,,,-73.97833799999998,40.685472,CASH,5.3,0.0,,0.0,0.0,5.3
388485,395021,11454512,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,1,1.35,-73.98285699999998,40.745615,,,-73.984132,40.759647,CASH,6.9,0.0,,0.0,0.0,6.9
5468,5549,158281,VTS,2009-01-15 12:02:00,2009-01-15 12:05:00,1,0.2099999999999999,-73.98439999999998,40.767362,,,-73.98230499999998,40.76537,CASH,3.7,0.0,,0.0,0.0,3.7
419090,426114,12350228,VTS,2009-01-15 12:02:00,2009-01-15 12:23:00,5,2.37,-73.977793,40.789127,,,-73.95186699999998,40.769362,CASH,11.7,0.0,,0.0,0.0,11.7
424262,431363,12502136,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,2,0.97,-73.95448,40.777912,,,-73.954897,40.788307,CASH,5.7,0.0,,0.0,0.0,5.7
340337,346065,10034835,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,1,3.05,-73.945282,40.774037,,,-73.984542,40.760568,CASH,10.1,0.0,,0.0,0.0,10.1
464637,472453,13686147,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,2,1.77,-73.994375,40.734765,,,-74.009032,40.723225,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
400830,407553,11820193,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,1,1.11,-73.98132699999998,40.768665,,,-73.98642499999998,40.778642,CASH,6.5,0.0,,0.0,0.0,6.5
204719,208121,6035721,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,2,1.34,-73.957088,40.763917,,,-73.97462799999998,40.761017,CASH,7.3,0.0,,0.0,0.0,7.3
344477,350278,10153824,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,1,1.41,-73.981845,40.765065,,,-73.97027199999998,40.7522,CASH,7.7,0.0,,0.0,0.0,7.7
393412,400028,11602190,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,1,0.8599999999999999,-73.977813,40.760143,,,-73.96433299999998,40.758042,CASH,6.1,0.0,,0.0,0.0,6.1
221446,225123,6531100,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,5,0.8299999999999998,-73.98587,40.74109,,,-73.977215,40.751345,CASH,4.9,0.0,,0.0,0.0,4.9
395231,401881,11655510,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,2,0.77,-74.00467299999998,40.747058,,,-73.99492499999998,40.750073,CASH,4.5,0.0,,0.0,0.0,4.5
231085,234934,6815836,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.96,-73.9777,40.759637,,,-73.964257,40.762942,Credit,6.5,0.0,,2.0,0.0,8.5
336601,342242,9923232,VTS,2009-01-15 12:02:00,2009-01-15 12:06:00,1,0.68,-73.98445499999998,40.768757,,,-73.980098,40.762985,CASH,4.5,0.0,,0.0,0.0,4.5
399655,406359,11785106,VTS,2009-01-15 12:02:00,2009-01-15 12:05:00,1,0.11,-73.96921,40.761533,,,-73.971672,40.760553,CASH,3.3,0.0,,0.0,0.0,3.3
100081,101800,2957446,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,5,0.7299999999999999,-73.97322699999998,40.752965,,,-73.973515,40.760258,CASH,5.3,0.0,,0.0,0.0,5.3
446770,454285,13165636,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,1,0.64,-73.989293,40.756718,,,-73.98232299999998,40.760632,CASH,4.1,0.0,,0.0,0.0,4.1
350222,356122,10321502,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,1,0.57,-73.98887999999998,40.74628,,,-73.98193499999998,40.740832,Credit,4.5,0.0,,2.0,0.0,6.5
344262,350063,10147300,VTS,2009-01-15 12:02:00,2009-01-15 12:17:00,1,1.67,-73.97592,40.75915,,,-73.98982499999998,40.741955,CASH,9.3,0.0,,0.0,0.0,9.3
450047,457607,13259401,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,2,0.68,-73.96988799999998,40.76147,,,-73.96613,40.755468,CASH,4.9,0.0,,0.0,0.0,4.9
443370,450823,13065685,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,2,0.13,-73.952483,40.768715,,,-73.96960699999998,40.764192,CASH,6.5,0.0,,0.0,0.0,6.5
435415,442726,12830767,VTS,2009-01-15 12:02:00,2009-01-15 12:19:00,5,1.57,-73.981775,40.763573,,,-73.962362,40.772085,CASH,9.7,0.0,,0.0,0.0,9.7
310579,315804,9161371,VTS,2009-01-15 12:02:00,2009-01-15 12:10:00,1,1.26,-73.97045699999998,40.796535,,,-73.980045,40.781147,CASH,6.1,0.0,,0.0,0.0,6.1
250740,254927,7394386,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,5,1.5,-73.95901,40.783382,,,-73.97275999999998,40.764625,CASH,6.1,0.0,,0.0,0.0,6.1
93298,94889,2752896,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,1,1.87,-73.954678,40.789338,,,-73.979478,40.784617,CASH,7.3,0.0,,0.0,0.0,7.3
158957,161607,4682203,VTS,2009-01-15 12:02:00,2009-01-15 12:04:00,1,0.27,-73.958408,40.772852,,,-73.95569999999998,40.77627,CASH,3.3,0.0,,0.0,0.0,3.3
306073,311232,9031897,VTS,2009-01-15 12:02:00,2009-01-15 12:18:00,1,0.99,-73.968742,40.75845,,,-73.98010999999998,40.753877,CASH,9.3,0.0,,0.0,0.0,9.3
393564,400181,11606498,VTS,2009-01-15 12:02:00,2009-01-15 12:05:00,1,1.32,-73.989885,40.750663,,,-73.972177,40.75048,CASH,6.9,0.0,,0.0,0.0,6.9
57965,58976,1709764,VTS,2009-01-15 12:02:00,2009-01-15 12:39:00,1,9.23,-74.00642,40.730325,,,-74.00686299999998,40.730255,Credit,27.7,0.0,,5.54,0.0,33.24
251103,255299,7405108,VTS,2009-01-15 12:02:00,2009-01-15 12:10:00,1,1.18,-73.980553,40.753382,,,-73.98601499999998,40.758297,CASH,6.1,0.0,,0.0,0.0,6.1
144482,146932,4263056,VTS,2009-01-15 12:02:00,2009-01-15 12:12:00,1,1.14,-73.990497,40.7559,,,-73.972705,40.750737,CASH,6.9,0.0,,0.0,0.0,6.9
237094,241037,6992633,VTS,2009-01-15 12:02:00,2009-01-15 12:21:00,1,8.55,-73.955235,40.77966,,,-73.949595,40.710413,Credit,21.3,0.0,,4.26,0.0,25.56
411251,418136,12123124,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,1,1.38,-74.006172,40.734202,,,-73.993362,40.722135,CASH,6.5,0.0,,0.0,0.0,6.5
19400,19721,569248,VTS,2009-01-15 12:02:00,2009-01-15 11:57:00,1,0.8599999999999999,-73.999475,40.733793,,,-73.98992699999998,40.73559,Credit,4.9,0.0,,0.1,0.0,5.0
443152,450602,13058801,VTS,2009-01-15 12:02:00,2009-01-15 12:11:00,5,1.52,-73.96768,40.76004,,,-73.95441499999998,40.778502,CASH,6.9,0.0,,0.0,0.0,6.9
182030,185078,5368023,VTS,2009-01-15 12:02:00,2009-01-15 12:09:00,1,1.93,-74.01322299999998,40.706323,,,-74.010023,40.729862,CASH,7.3,0.0,,0.0,0.0,7.3
323379,328823,9535940,VTS,2009-01-15 12:02:00,2009-01-15 12:18:00,5,1.92,-73.95776999999998,40.785172,,,-73.971732,40.759282,CASH,10.1,0.0,,0.0,0.0,10.1
126754,128894,3743506,VTS,2009-01-15 12:02:00,2009-01-15 12:08:00,2,1.1,-73.969077,40.797975,,,-73.966902,40.79172,CASH,5.3,0.0,,0.0,0.0,5.3
261247,265611,7703833,VTS,2009-01-15 12:02:00,2009-01-15 12:07:00,1,0.57,-73.985012,40.7631,,,-73.99303999999998,40.76763,CASH,3.7,0.0,,0.0,0.0,3.7
235445,239364,6944058,VTS,2009-01-15 12:02:00,2009-01-15 12:12:00,1,0.5799999999999998,-73.989137,40.73666,,,-73.99459299999998,40.741773,CASH,6.1,0.0,,0.0,0.0,6.1
215752,219334,6362535,VTS,2009-01-15 12:02:00,2009-01-15 12:25:00,1,3.73,-73.9859,40.75638,,,-74.010227,40.710133,CASH,14.1,0.0,,0.0,0.0,14.1
12519,12717,366985,VTS,2009-01-15 12:02:00,2009-01-15 12:26:00,1,6.01,-73.978993,40.75022,,,-73.914257,40.778677,Credit,16.9,0.0,,3.38,0.0,20.28
194909,198140,5745340,VTS,2009-01-15 12:02:00,2009-01-15 12:05:00,1,0.66,-73.957148,40.774413,,,-73.95259799999998,40.782357,CASH,3.7,0.0,,0.0,0.0,3.7
122747,124825,3624190,VTS,2009-01-15 12:02:00,2009-01-15 12:14:00,1,1.36,-73.96348999999998,40.757908,,,-73.95927299999998,40.773048,CASH,7.3,0.0,,0.0,0.0,7.3
348672,354536,10275664,VTS,2009-01-15 12:02:00,2009-01-15 12:10:00,2,5.87,-73.945368,40.782072,,,-73.93999499999998,40.840972,Credit,15.7,0.0,,3.14,0.0,18.84
